,"Directory","Name","STATUS","Object_Type","Combat_Role","Textual_Description","Hud_image","Unit_Scale","Cockpit","CockpitX","CockpitY","CockpitZ","Mesh","Shield_Mesh","Rapid_Mesh","BSP_Mesh","Use_BSP","Use_Rapid","NoDamageParticles","Mass","Moment_Of_Inertia","Fuel_Capacity","Hull","Armor_Front_Top_Right","Armor_Front_Top_Left","Armor_Front_Bottom_Right","Armor_Front_Bottom_Left","Armor_Back_Top_Right","Armor_Back_Top_Left","Armor_Back_Bottom_Right","Armor_Back_Bottom_Left","Shield_Front_Top_Right","Shield_Back_Top_Left","Shield_Front_Bottom_Right","Shield_Front_Bottom_Left","Shield_Back_Top_Right","Shield_Front_Top_Left","Shield_Back_Bottom_Right","Shield_Back_Bottom_Left","Shield_Recharge","Shield_Leak","Warp_Capacitor","Primary_Capacitor","Reactor_Recharge","Jump_Drive_Present","Jump_Drive_Delay","Wormhole","Outsystem_Jump_Cost","Warp_Usage_Cost","Afterburner_Type","Afterburner_Usage_Cost","Maneuver_Yaw","Maneuver_Pitch","Maneuver_Roll","Yaw_Governor","Pitch_Governor","Roll_Governor","Afterburner_Accel","Forward_Accel","Retro_Accel","Left_Accel","Right_Accel","Top_Accel","Bottom_Accel","Afterburner_Speed_Governor","Default_Speed_Governor","ITTS","Radar_Color","Radar_Range","Tracking_Cone","Max_Cone","Lock_Cone","Hold_Volume","Can_Cloak","Cloak_Min","Cloak_Rate","Cloak_Energy","Cloak_Glass","Repair_Droid","ECM_Rating","ECM_Resist","Ecm_Drain","Hud_Functionality","Max_Hud_Functionality","Lifesupport_Functionality","Max_Lifesupport_Functionality","Comm_Functionality","Max_Comm_Functionality","FireControl_Functionality","Max_FireControl_Functionality","SPECDrive_Functionality","Max_SPECDrive_Functionality","Slide_Start","Slide_End","Activation_Accel","Activation_Speed","Upgrades","Prohibited_Upgrades","Sub_Units","Sound","Light","Mounts","Net_Comm","Dock","Cargo_Import","Cargo","Explosion","Num_Animation_Stages","Upgrade_Storage_Volume","Heat_Sink_Rating","Shield_Efficiency","Num_Chunks","Chunk_0","Collide_Subunits","Spec_Interdiction","Tractorability"
"AFieldBaseSparse__neutral","./factions/neutral/AFieldBaseSparse","AFieldBaseSparse",,"FIXME",,,"af-hud.spr",7,,,,,,,,,,,,600,60,50,400000000,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,FALSE,,,,,0,,0,0,0,,,,0,0,0,0,0,0,0,,,FALSE,TRUE,300000000,5,180,10,,,,,,,,0,0,0,"1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1",1,1,1,1,1,1,1,1,0,0,,,,,"{asteroidsPriv;938.0;938.0;938.0;0;1;0;0;0;1;180.0}{asteroidsPriv;580.0;0.0;1518.0;0;0;1;0;1;0;180.0}{asteroidsPriv;-1518.0;-580.0;0.0;0;1;0;1;0;0;180.0}{asteroidsPriv;1518.0;580.0;0.0;0;0;1;-1;0;0;180.0}{asteroidsPriv;-938.0;938.0;-938.0;0;1;0;0;0;1;180.0}{asteroidsPriv;0.0;-1518.0;-580.0;-1;0;0;0;0;1;180.0}{asteroidsPriv;-1518.0;580.0;0.0;0;0;-1;1;0;0;180.0}{asteroidsPriv;938.0;-938.0;938.0;0;0;1;1;0;0;180.0}{asteroidsPriv;-938.0;938.0;938.0;1;0;0;0;-1;0;180.0}{asteroidsPriv;-938.0;-938.0;938.0;0;1;0;0;0;1;180.0}{asteroidsPriv;938.0;-938.0;-938.0;0;0;1;0;-1;0;180.0}{asteroidsPriv;580.0;0.0;-1518.0;0;1;0;0;0;1;180.0}{asteroidsPriv;-938.0;-938.0;-938.0;0;-1;0;0;0;-1;180.0}{asteroidsPriv;0.0;-1518.0;580.0;1;0;0;0;1;0;180.0}{asteroidsPriv;0.0;1518.0;-580.0;-1;0;0;0;1;0;180.0}{asteroidsPriv;-580.0;0.0;1518.0;0;1;0;1;0;0;180.0}{asteroidsPriv;1518.0;-580.0;0.0;0;0;-1;-1;0;0;180.0}{asteroidsPriv;-580.0;0.0;-1518.0;0;1;0;-1;0;0;180.0}{asteroidsPriv;938.0;938.0;-938.0;1;0;0;0;-1;0;180.0}{asteroidsPriv;0.0;1518.0;580.0;0;0;1;-1;0;0;180.0}",,,,,,,,,0,0,0,,,,,,
"AFieldBaseThin__neutral","./factions/neutral/AFieldBaseThin","AFieldBaseThin",,"FIXME",,,"af-hud.spr",7,,,,,,,,,,,,600,60,50,400000000,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,FALSE,,,,,0,,0,0,0,,,,0,0,0,0,0,0,0,,,FALSE,TRUE,300000000,5,180,10,,,,,,,,0,0,0,"1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1",1,1,1,1,1,1,1,1,0,0,,,,,"{asteroidsPriv;938.0;938.0;938.0;0;1;0;0;0;1;180.0}{asteroidsPriv;580.0;0.0;1518.0;0;0;1;0;1;0;180.0}{asteroidsPriv;-1518.0;-580.0;0.0;0;1;0;1;0;0;180.0}{asteroidsPriv;1518.0;580.0;0.0;0;0;1;-1;0;0;180.0}{asteroidsPriv;-938.0;938.0;-938.0;0;1;0;0;0;1;180.0}{asteroidsPriv;0.0;-1518.0;-580.0;-1;0;0;0;0;1;180.0}{asteroidsPriv;-1518.0;580.0;0.0;0;0;-1;1;0;0;180.0}{asteroidsPriv;938.0;-938.0;938.0;0;0;1;1;0;0;180.0}{asteroidsPriv;-938.0;938.0;938.0;1;0;0;0;-1;0;180.0}{asteroidsPriv;-938.0;-938.0;938.0;0;1;0;0;0;1;180.0}{asteroidsPriv;938.0;-938.0;-938.0;0;0;1;0;-1;0;180.0}{asteroidsPriv;580.0;0.0;-1518.0;0;1;0;0;0;1;180.0}{asteroidsPriv;-938.0;-938.0;-938.0;0;-1;0;0;0;-1;180.0}{asteroidsPriv;0.0;-1518.0;580.0;1;0;0;0;1;0;180.0}{asteroidsPriv;0.0;1518.0;-580.0;-1;0;0;0;1;0;180.0}{asteroidsPriv;-580.0;0.0;1518.0;0;1;0;1;0;0;180.0}{asteroidsPriv;1518.0;-580.0;0.0;0;0;-1;-1;0;0;180.0}{asteroidsPriv;-580.0;0.0;-1518.0;0;1;0;-1;0;0;180.0}{asteroidsPriv;938.0;938.0;-938.0;1;0;0;0;-1;0;180.0}{asteroidsPriv;0.0;1518.0;580.0;0;0;1;-1;0;0;180.0}",,,,,,,,,0,0,0,,,,,,
"AFieldBase__neutral","./factions/neutral/AFieldBase","AFieldBase",,"FIXME",,,"af-hud.spr",7,,,,,,,,,,,,60000,60,5000,400000000,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,FALSE,,,,,0,,0,0,0,,,,0,0,0,0,0,0,0,,,FALSE,TRUE,300000000,5,180,10,,,,,,,,0,0,0,"1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1",1,1,1,1,1,1,1,1,0,0,,,,,"{asteroidsPriv;938.0;938.0;938.0;0;1;0;0;0;1;180.0}{asteroidsPriv;580.0;0.0;1518.0;0;0;-1;-1;0;0;180.0}{asteroidsPriv;-1518.0;-580.0;0.0;1;0;0;0;-1;0;180.0}{asteroidsPriv;1518.0;580.0;0.0;0;0;-1;1;0;0;180.0}{asteroidsPriv;-938.0;938.0;-938.0;0;0;-1;-1;0;0;180.0}{asteroidsPriv;0.0;-1518.0;-580.0;0;1;0;0;0;1;180.0}{asteroidsPriv;-1518.0;580.0;0.0;0;0;-1;1;0;0;180.0}{asteroidsPriv;938.0;-938.0;938.0;0;1;0;0;0;-1;180.0}{asteroidsPriv;-938.0;938.0;938.0;0;-1;0;-1;0;0;180.0}{asteroidsPriv;-938.0;-938.0;938.0;0;0;1;1;0;0;180.0}{asteroidsPriv;938.0;-938.0;-938.0;-1;0;0;0;-1;0;180.0}{asteroidsPriv;580.0;0.0;-1518.0;0;0;-1;-1;0;0;180.0}{asteroidsPriv;-938.0;-938.0;-938.0;0;0;-1;1;0;0;180.0}{asteroidsPriv;0.0;-1518.0;580.0;0;0;1;-1;0;0;180.0}{asteroidsPriv;0.0;1518.0;-580.0;1;0;0;0;-1;0;180.0}{asteroidsPriv;-580.0;0.0;1518.0;0;-1;0;-1;0;0;180.0}{asteroidsPriv;1518.0;-580.0;0.0;0;-1;0;-1;0;0;180.0}{asteroidsPriv;-580.0;0.0;-1518.0;1;0;0;0;1;0;180.0}{asteroidsPriv;938.0;938.0;-938.0;0;1;0;0;0;1;180.0}{asteroidsPriv;0.0;1518.0;580.0;0;0;-1;0;-1;0;180.0}{asteroidsPriv;0.0;-678.8;1098.4;0;-1;0;0;0;1;180.0}{asteroidsPriv;-678.8;1098.4;0.0;-1;0;0;0;1;0;180.0}{asteroidsPriv;-678.8;-1098.4;0.0;-1;0;0;0;1;0;180.0}{asteroidsPriv;-1098.4;0.0;-678.8;0;0;-1;-1;0;0;180.0}{asteroidsPriv;993.5;-145.0;-848.5;1;0;0;0;-1;0;180.0}{asteroidsPriv;0.0;678.8;1098.4;0;1;0;1;0;0;180.0}{asteroidsPriv;1098.4;0.0;678.8;0;0;-1;-1;0;0;180.0}{asteroidsPriv;0.0;-678.8;-1098.4;1;0;0;0;-1;0;180.0}{asteroidsPriv;0.0;678.8;-1098.4;0;-1;0;1;0;0;180.0}{asteroidsPriv;678.8;-1098.4;0.0;-1;0;0;0;-1;0;180.0}{asteroidsPriv;-1098.4;0.0;678.8;0;-1;0;1;0;0;180.0}{asteroidsPriv;678.8;1098.4;0.0;0;0;-1;0;-1;0;180.0}",,,,,,,,,0,0,0,,,,,,
"AFieldJumpSparse__neutral","./factions/neutral/AFieldJumpSparse","AFieldJumpSparse",,"FIXME",,,"afj-hud.spr",7,,,,,,,,,,,,60,60,5,400000000,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,FALSE,,,,,0,,0,0,0,,,,0,0,0,0,0,0,0,,,FALSE,TRUE,300000000,5,180,10,,,,,,,,0,0,0,"1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1",1,1,1,1,1,1,1,1,0,0,,,,,"{asteroidsPriv;938.0;938.0;938.0;0;1;0;0;0;1;180.0}{asteroidsPriv;580.0;0.0;1518.0;0;0;1;0;1;0;180.0}{asteroidsPriv;-1518.0;-580.0;0.0;0;1;0;1;0;0;180.0}{asteroidsPriv;1518.0;580.0;0.0;0;0;1;-1;0;0;180.0}{asteroidsPriv;-938.0;938.0;-938.0;0;1;0;0;0;1;180.0}{asteroidsPriv;0.0;-1518.0;-580.0;-1;0;0;0;0;1;180.0}{asteroidsPriv;-1518.0;580.0;0.0;0;0;-1;1;0;0;180.0}{asteroidsPriv;938.0;-938.0;938.0;0;0;1;1;0;0;180.0}{asteroidsPriv;-938.0;938.0;938.0;1;0;0;0;-1;0;180.0}{asteroidsPriv;-938.0;-938.0;938.0;0;1;0;0;0;1;180.0}{asteroidsPriv;938.0;-938.0;-938.0;0;0;1;0;-1;0;180.0}{asteroidsPriv;580.0;0.0;-1518.0;0;1;0;0;0;1;180.0}{asteroidsPriv;-938.0;-938.0;-938.0;0;-1;0;0;0;-1;180.0}{asteroidsPriv;0.0;-1518.0;580.0;1;0;0;0;1;0;180.0}{asteroidsPriv;0.0;1518.0;-580.0;-1;0;0;0;1;0;180.0}{asteroidsPriv;-580.0;0.0;1518.0;0;1;0;1;0;0;180.0}{asteroidsPriv;1518.0;-580.0;0.0;0;0;-1;-1;0;0;180.0}{asteroidsPriv;-580.0;0.0;-1518.0;0;1;0;-1;0;0;180.0}{asteroidsPriv;938.0;938.0;-938.0;1;0;0;0;-1;0;180.0}{asteroidsPriv;0.0;1518.0;580.0;0;0;1;-1;0;0;180.0}",,,,,,,,,0,0,0,,,,,,
"AFieldJumpThin__neutral","./factions/neutral/AFieldJumpThin","AFieldJumpThin",,"FIXME",,,"afj-hud.spr",7,,,,,,,,,,,,60,60,5,400000000,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,FALSE,,,,,0,,0,0,0,,,,0,0,0,0,0,0,0,,,FALSE,TRUE,300000000,5,180,10,,,,,,,,0,0,0,"1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1",1,1,1,1,1,1,1,1,0,0,,,,,"{asteroidsPriv;938.0;938.0;938.0;0;1;0;0;0;1;180.0}{asteroidsPriv;580.0;0.0;1518.0;0;0;1;0;1;0;180.0}{asteroidsPriv;-1518.0;-580.0;0.0;0;1;0;1;0;0;180.0}{asteroidsPriv;1518.0;580.0;0.0;0;0;1;-1;0;0;180.0}{asteroidsPriv;-938.0;938.0;-938.0;0;1;0;0;0;1;180.0}{asteroidsPriv;0.0;-1518.0;-580.0;-1;0;0;0;0;1;180.0}{asteroidsPriv;-1518.0;580.0;0.0;0;0;-1;1;0;0;180.0}{asteroidsPriv;938.0;-938.0;938.0;0;0;1;1;0;0;180.0}{asteroidsPriv;-938.0;938.0;938.0;1;0;0;0;-1;0;180.0}{asteroidsPriv;-938.0;-938.0;938.0;0;1;0;0;0;1;180.0}{asteroidsPriv;938.0;-938.0;-938.0;0;0;1;0;-1;0;180.0}{asteroidsPriv;580.0;0.0;-1518.0;0;1;0;0;0;1;180.0}{asteroidsPriv;-938.0;-938.0;-938.0;0;-1;0;0;0;-1;180.0}{asteroidsPriv;0.0;-1518.0;580.0;1;0;0;0;1;0;180.0}{asteroidsPriv;0.0;1518.0;-580.0;-1;0;0;0;1;0;180.0}{asteroidsPriv;-580.0;0.0;1518.0;0;1;0;1;0;0;180.0}{asteroidsPriv;1518.0;-580.0;0.0;0;0;-1;-1;0;0;180.0}{asteroidsPriv;-580.0;0.0;-1518.0;0;1;0;-1;0;0;180.0}{asteroidsPriv;938.0;938.0;-938.0;1;0;0;0;-1;0;180.0}{asteroidsPriv;0.0;1518.0;580.0;0;0;1;-1;0;0;180.0}",,,,,,,,,0,0,0,,,,,,
"AFieldJump__neutral","./factions/neutral/AFieldJump","AFieldJump",,"FIXME",,,"afj-hud.spr",7,,,,,,,,,,,,60,60,5,400000000,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,FALSE,,,,,0,,0,0,0,,,,0,0,0,0,0,0,0,,,FALSE,TRUE,300000000,5,180,10,,,,,,,,0,0,0,"1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1",1,1,1,1,1,1,1,1,0,0,,,,,"{asteroidsPriv;938.0;938.0;938.0;0;1;0;0;0;1;180.0}{asteroidsPriv;580.0;0.0;1518.0;0;0;-1;-1;0;0;180.0}{asteroidsPriv;-1518.0;-580.0;0.0;1;0;0;0;-1;0;180.0}{asteroidsPriv;1518.0;580.0;0.0;0;0;-1;1;0;0;180.0}{asteroidsPriv;-938.0;938.0;-938.0;0;0;-1;-1;0;0;180.0}{asteroidsPriv;0.0;-1518.0;-580.0;0;1;0;0;0;1;180.0}{asteroidsPriv;-1518.0;580.0;0.0;0;0;-1;1;0;0;180.0}{asteroidsPriv;938.0;-938.0;938.0;0;1;0;0;0;-1;180.0}{asteroidsPriv;-938.0;938.0;938.0;0;-1;0;-1;0;0;180.0}{asteroidsPriv;-938.0;-938.0;938.0;0;0;1;1;0;0;180.0}{asteroidsPriv;938.0;-938.0;-938.0;-1;0;0;0;-1;0;180.0}{asteroidsPriv;580.0;0.0;-1518.0;0;0;-1;-1;0;0;180.0}{asteroidsPriv;-938.0;-938.0;-938.0;0;0;-1;1;0;0;180.0}{asteroidsPriv;0.0;-1518.0;580.0;0;0;1;-1;0;0;180.0}{asteroidsPriv;0.0;1518.0;-580.0;1;0;0;0;-1;0;180.0}{asteroidsPriv;-580.0;0.0;1518.0;0;-1;0;-1;0;0;180.0}{asteroidsPriv;1518.0;-580.0;0.0;0;-1;0;-1;0;0;180.0}{asteroidsPriv;-580.0;0.0;-1518.0;1;0;0;0;1;0;180.0}{asteroidsPriv;938.0;938.0;-938.0;0;1;0;0;0;1;180.0}{asteroidsPriv;0.0;1518.0;580.0;0;0;-1;0;-1;0;180.0}{asteroidsPriv;0.0;-678.8;1098.4;0;-1;0;0;0;1;180.0}{asteroidsPriv;-678.8;1098.4;0.0;-1;0;0;0;1;0;180.0}{asteroidsPriv;-678.8;-1098.4;0.0;-1;0;0;0;1;0;180.0}{asteroidsPriv;-1098.4;0.0;-678.8;0;0;-1;-1;0;0;180.0}{asteroidsPriv;993.5;-145.0;-848.5;1;0;0;0;-1;0;180.0}{asteroidsPriv;0.0;678.8;1098.4;0;1;0;1;0;0;180.0}{asteroidsPriv;1098.4;0.0;678.8;0;0;-1;-1;0;0;180.0}{asteroidsPriv;0.0;-678.8;-1098.4;1;0;0;0;-1;0;180.0}{asteroidsPriv;0.0;678.8;-1098.4;0;-1;0;1;0;0;180.0}{asteroidsPriv;678.8;-1098.4;0.0;-1;0;0;0;-1;0;180.0}{asteroidsPriv;-1098.4;0.0;678.8;0;-1;0;1;0;0;180.0}{asteroidsPriv;678.8;1098.4;0.0;0;0;-1;0;-1;0;180.0}",,,,,,,,,0,0,0,,,,,,
"AFieldSparse__neutral","./factions/neutral/AFieldSparse","AFieldSparse",,"FIXME",,,"af-hud.spr",7,,,,,,,,,,,,60,60,5,400000000,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,FALSE,,,,,0,,0,0,0,,,,0,0,0,0,0,0,0,,,FALSE,TRUE,300000000,5,180,10,,,,,,,,0,0,0,"1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1",1,1,1,1,1,1,1,1,0,0,,,,,"{asteroidsPriv;938.0;938.0;938.0;0;1;0;0;0;1;180.0}{asteroidsPriv;580.0;0.0;1518.0;0;0;1;0;1;0;180.0}{asteroidsPriv;-1518.0;-580.0;0.0;0;1;0;1;0;0;180.0}{asteroidsPriv;1518.0;580.0;0.0;0;0;1;-1;0;0;180.0}{asteroidsPriv;-938.0;938.0;-938.0;0;1;0;0;0;1;180.0}{asteroidsPriv;0.0;-1518.0;-580.0;-1;0;0;0;0;1;180.0}{asteroidsPriv;-1518.0;580.0;0.0;0;0;-1;1;0;0;180.0}{asteroidsPriv;938.0;-938.0;938.0;0;0;1;1;0;0;180.0}{asteroidsPriv;-938.0;938.0;938.0;1;0;0;0;-1;0;180.0}{asteroidsPriv;-938.0;-938.0;938.0;0;1;0;0;0;1;180.0}{asteroidsPriv;938.0;-938.0;-938.0;0;0;1;0;-1;0;180.0}{asteroidsPriv;580.0;0.0;-1518.0;0;1;0;0;0;1;180.0}{asteroidsPriv;-938.0;-938.0;-938.0;0;-1;0;0;0;-1;180.0}{asteroidsPriv;0.0;-1518.0;580.0;1;0;0;0;1;0;180.0}{asteroidsPriv;0.0;1518.0;-580.0;-1;0;0;0;1;0;180.0}{asteroidsPriv;-580.0;0.0;1518.0;0;1;0;1;0;0;180.0}{asteroidsPriv;1518.0;-580.0;0.0;0;0;-1;-1;0;0;180.0}{asteroidsPriv;-580.0;0.0;-1518.0;0;1;0;-1;0;0;180.0}{asteroidsPriv;938.0;938.0;-938.0;1;0;0;0;-1;0;180.0}{asteroidsPriv;0.0;1518.0;580.0;0;0;1;-1;0;0;180.0}",,,,,,,,,0,0,0,,,,,,
"AFieldThin__neutral","./factions/neutral/AFieldThin","AFieldThin",,"FIXME",,,"af-hud.spr",7,,,,,,,,,,,,60,60,5,400000000,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,FALSE,,,,,0,,0,0,0,,,,0,0,0,0,0,0,0,,,FALSE,TRUE,300000000,5,180,10,,,,,,,,0,0,0,"1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1",1,1,1,1,1,1,1,1,0,0,,,,,"{asteroidsPriv;938.0;938.0;938.0;0;1;0;0;0;1;180.0}{asteroidsPriv;580.0;0.0;1518.0;0;0;1;0;1;0;180.0}{asteroidsPriv;-1518.0;-580.0;0.0;0;1;0;1;0;0;180.0}{asteroidsPriv;1518.0;580.0;0.0;0;0;1;-1;0;0;180.0}{asteroidsPriv;-938.0;938.0;-938.0;0;1;0;0;0;1;180.0}{asteroidsPriv;0.0;-1518.0;-580.0;-1;0;0;0;0;1;180.0}{asteroidsPriv;-1518.0;580.0;0.0;0;0;-1;1;0;0;180.0}{asteroidsPriv;938.0;-938.0;938.0;0;0;1;1;0;0;180.0}{asteroidsPriv;-938.0;938.0;938.0;1;0;0;0;-1;0;180.0}{asteroidsPriv;-938.0;-938.0;938.0;0;1;0;0;0;1;180.0}{asteroidsPriv;938.0;-938.0;-938.0;0;0;1;0;-1;0;180.0}{asteroidsPriv;580.0;0.0;-1518.0;0;1;0;0;0;1;180.0}{asteroidsPriv;-938.0;-938.0;-938.0;0;-1;0;0;0;-1;180.0}{asteroidsPriv;0.0;-1518.0;580.0;1;0;0;0;1;0;180.0}{asteroidsPriv;0.0;1518.0;-580.0;-1;0;0;0;1;0;180.0}{asteroidsPriv;-580.0;0.0;1518.0;0;1;0;1;0;0;180.0}{asteroidsPriv;1518.0;-580.0;0.0;0;0;-1;-1;0;0;180.0}{asteroidsPriv;-580.0;0.0;-1518.0;0;1;0;-1;0;0;180.0}{asteroidsPriv;938.0;938.0;-938.0;1;0;0;0;-1;0;180.0}{asteroidsPriv;0.0;1518.0;580.0;0;0;1;-1;0;0;180.0}",,,,,,,,,0,0,0,,,,,,
"AField__neutral","./factions/neutral/AField","AField",,"FIXME",,,"af-hud.spr",7,,,,,,,,,,,,600,60,50,400000000,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,FALSE,,,,,0,,0,0,0,,,,0,0,0,0,0,0,0,,,FALSE,TRUE,300000000,5,180,10,,,,,,,,0,0,0,"1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1","1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1",1,1,1,1,1,1,1,1,0,0,,,,,"{asteroidsPriv;938.0;938.0;938.0;0;1;0;0;0;1;180.0}{asteroidsPriv;580.0;0.0;1518.0;0;0;-1;-1;0;0;180.0}{asteroidsPriv;-1518.0;-580.0;0.0;1;0;0;0;-1;0;180.0}{asteroidsPriv;1518.0;580.0;0.0;0;0;-1;1;0;0;180.0}{asteroidsPriv;-938.0;938.0;-938.0;0;0;-1;-1;0;0;180.0}{asteroidsPriv;0.0;-1518.0;-580.0;0;1;0;0;0;1;180.0}{asteroidsPriv;-1518.0;580.0;0.0;0;0;-1;1;0;0;180.0}{asteroidsPriv;938.0;-938.0;938.0;0;1;0;0;0;-1;180.0}{asteroidsPriv;-938.0;938.0;938.0;0;-1;0;-1;0;0;180.0}{asteroidsPriv;-938.0;-938.0;938.0;0;0;1;1;0;0;180.0}{asteroidsPriv;938.0;-938.0;-938.0;-1;0;0;0;-1;0;180.0}{asteroidsPriv;580.0;0.0;-1518.0;0;0;-1;-1;0;0;180.0}{asteroidsPriv;-938.0;-938.0;-938.0;0;0;-1;1;0;0;180.0}{asteroidsPriv;0.0;-1518.0;580.0;0;0;1;-1;0;0;180.0}{asteroidsPriv;0.0;1518.0;-580.0;1;0;0;0;-1;0;180.0}{asteroidsPriv;-580.0;0.0;1518.0;0;-1;0;-1;0;0;180.0}{asteroidsPriv;1518.0;-580.0;0.0;0;-1;0;-1;0;0;180.0}{asteroidsPriv;-580.0;0.0;-1518.0;1;0;0;0;1;0;180.0}{asteroidsPriv;938.0;938.0;-938.0;0;1;0;0;0;1;180.0}{asteroidsPriv;0.0;1518.0;580.0;0;0;-1;0;-1;0;180.0}{asteroidsPriv;0.0;-678.8;1098.4;0;-1;0;0;0;1;180.0}{asteroidsPriv;-678.8;1098.4;0.0;-1;0;0;0;1;0;180.0}{asteroidsPriv;-678.8;-1098.4;0.0;-1;0;0;0;1;0;180.0}{asteroidsPriv;-1098.4;0.0;-678.8;0;0;-1;-1;0;0;180.0}{asteroidsPriv;993.5;-145.0;-848.5;1;0;0;0;-1;0;180.0}{asteroidsPriv;0.0;678.8;1098.4;0;1;0;1;0;0;180.0}{asteroidsPriv;1098.4;0.0;678.8;0;0;-1;-1;0;0;180.0}{asteroidsPriv;0.0;-678.8;-1098.4;1;0;0;0;-1;0;180.0}{asteroidsPriv;0.0;678.8;-1098.4;0;-1;0;1;0;0;180.0}{asteroidsPriv;678.8;-1098.4;0.0;-1;0;0;0;-1;0;180.0}{asteroidsPriv;-1098.4;0.0;678.8;0;-1;0;1;0;0;180.0}{asteroidsPriv;678.8;1098.4;0.0;0;0;-1;0;-1;0;180.0}",,,,,,,,,0,0,0,,,,,,
"Arc_Device__upgrades",,"Arc Device",,"FIXME",,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{Arc_Device;;;;;;;;;;;;;;;1;1}",,,,,,,,,,,,,,
